id_anon,cluster
11080007903,9
11080007904,6
11080032203,9
11080034804,0
11080036104,8
11080037402,9
11080037403,9
10569001805,5
10569004005,8
10569004204,6
10569006103,1
10569006104,7
10569014503,7
10569019705,8
10569019706,5
10569020702,3
10569021502,3
10569023502,7
10569024304,3
11003000103,3
11003001106,8
11003003303,8
11003004109,8
11003009506,3
11003009507,3
11003027002,4
11003028007,8
11003029003,1
11003029104,2
11003036203,2
10899002304,1
10899002403,1
10899002605,4
10899004603,9
10899004604,4
10899005604,7
10899013304,9
10899014509,7
10899014510,7
10899015605,1
10899024705,6
10899025506,9
11136007102,7
11136009305,8
11136009402,2
11136009403,9
11136010303,1
11136013003,9
11136013502,8
11136015105,9
11136018804,2
11136019902,4
11136022207,0
10985003205,4
10985003404,8
10985004006,9
10985004204,9
10985007305,8
10985007505,9
10985007506,8
10985007507,8
10985022804,9
10985023404,8
10985023905,9
10985026804,1
10238010403,6
10238010404,4
10238027704,1
10238032305,4
10238032606,6
10238034904,2
10238035704,6
10238035705,6
10238041203,7
10238044803,5
10238044905,5
10238045110,6
11004006904,3
11004012105,0
11004039305,2
11004043003,9
11004045404,3
11004045405,4
11004047005,3
11004054803,8
11004054903,9
11004054904,4
11004063908,8
11004070704,9
10762011602,4
10762026105,8
10762033502,8
10762047002,1
10762050403,6
10762056006,8
10762056007,8
10762057003,9
10762057004,6
10762058905,3
10762058906,3
10762059803,8
10762074605,8
10386002405,1
10386003805,6
10386005302,5
10386006405,3
10386011308,9
10386011408,1
10386013205,5
10386014706,8
10386021503,2
10386025904,3
10386025905,3
10186005205,8
10186006504,6
10186016403,4
10186025604,1
10186031507,1
10186031604,1
10186032905,8
10186039205,8
10186039303,5
10186042405,7
10159004103,1
10159007503,8
10159013403,3
10159020105,1
10159020106,2
10159035403,7
10159037704,8
10159039504,5
10159046004,8
10159046810,9
10159049206,8
11356003603,6
11356010105,8
11356011408,9
11356011409,2
11356013204,8
11356023102,1
11356024702,3
11356024804,9
11356024805,9
11356025402,4
11356030003,8
11356032802,3
11205002504,5
11205013303,9
11205013304,9
11205017406,5
11205017407,5
11205017902,3
11205021104,1
11205021105,5
11205026602,5
11205027702,2
11205028902,9
11205030303,7
11205034106,1
11205034107,2
10451003802,2
10451005204,2
10451006404,7
10451025602,1
10451025705,1
10451025706,8
10451028405,4
10451030204,6
10451030205,1
10451030206,2
10451034503,2
10451035103,7
10451035104,2
10451037503,3
10877000307,4
10877000504,3
10877002402,9
10877006703,8
10877010003,6
10877010102,7
10877010403,8
10877014602,3
10877016505,8
10877017903,1
10249002704,8
10249002705,4
10249006004,6
10249008405,1
10249014603,2
10249035705,8
10249036605,3
10249036606,9
10249036704,3
10249040904,9
10249041802,5
10249043106,3
10419001107,6
10419004503,2
10419004504,2
10419012806,3
10419013505,5
10419014403,8
10419017708,9
10419018803,0
10419023303,8
10419024703,8
10419026804,8
10332002605,3
10332004003,8
10332004106,5
10332004107,2
10332014402,8
10332027704,4
10332029605,5
10332036704,9
10332037502,9
10332042106,3
10332042804,8
10681006306,4
10681011205,3
10681035303,5
10681035402,6
10681035403,4
10681040603,7
10681043205,1
10681043206,4
10681043303,4
10681043304,8
10681046204,6
10681046303,7
10681047103,6
10681047104,4
10681051603,6
10681051604,6
11331004503,9
11331012802,8
11331012803,8
11331020002,9
11331020102,8
11331027905,4
11331028303,4
11331030706,5
11331030707,4
11331031007,9
11331034004,6
11331034005,6
11331035305,6
10288001203,1
10288002303,1
10288005004,1
10288005005,2
10288007203,7
10288007605,6
10288010002,1
10288010003,6
10288013503,3
10288014005,2
10288014805,8
10288015804,6
10288015805,9
10288016204,5
10288016904,1
10547029903,3
10869005802,6
10869005902,5
10869005904,9
10869017103,8
10869038402,8
10869042803,6
11105001402,4
11105006404,3
11105006405,9
11105006602,4
11105007202,0
11105008602,1
11105013402,6
11105017802,4
11105027202,4
11105027203,1
11105030002,0
11105030102,4
11362003305,9
11362004803,8
11362005104,4
11362005503,1
11362007403,7
11362010204,5
11362010205,2
11362016004,3
11362017103,0
11362017503,7
11362020502,5
10223014402,3
10223014403,1
10223017802,5
10223017902,7
10223018402,1
10223022002,9
10223023802,7
10223023803,5
10223029802,9
10223029803,4
10223029902,2
10223037902,2
10223038003,7
10938009004,9
10938011203,2
10938011907,4
10938026906,9
10938026907,4
10938033603,9
10938033804,4
10938035103,1
10938035104,1
10938058706,9
10938062504,2
10938071208,1
10305000102,8
10305004002,4
10305010102,3
10305011702,9
10305014402,0
10305014403,5
10305025002,0
10305025003,0
10305025004,2
10305025602,4
10305032402,3
10305032404,5
10305033902,8
10305036002,0
10832000102,8
10832000104,3
10832001002,3
10832002702,0
10832004002,3
10832004402,2
10832004404,8
10832007202,3
10832007203,9
10832007204,2
10832014702,8
10832020502,8
10832020503,8
10832022502,3
10832022602,3
10832022603,1
10914000106,3
10914001503,9
10914001504,0
10914001603,2
10914001705,4
10914004308,8
10914014206,9
10914016003,0
10914016004,5
10914021103,4
10914021104,9
10914029107,4
10914029108,2
10914029203,9
10610001203,4
10610003105,0
10610003106,5
10610008905,9
10610026403,8
10610030203,2
10610033405,7
10610034403,4
10610035403,0
10610037506,0
10610037507,4
10610038205,0
10089003304,8
10089004209,1
10089004210,9
10089005105,5
10089005905,9
10089010304,9
10089010306,3
10089018305,1
10089021803,3
10089021804,2
10089035403,5
10089038303,0
10089038304,7
10089039207,4
10089039211,7
11102001105,3
11102006106,8
11102008202,6
11102008203,8
11102011609,1
11102011610,2
11102013705,1
11102018403,5
11102019604,6
11102027003,7
11102027409,6
11102035605,2
10795010404,1
10795022703,6
10795026206,9
10795028006,7
10795028805,7
10795028806,4
10795034705,5
10795034706,2
10795035109,6
10795035110,9
10795035111,9
10795035112,7
10795035113,2
10795040203,5
10795040303,7
10795043803,4
10905003402,8
10905009503,3
10905009504,6
10905018703,2
10905025003,0
10905025102,8
10905026502,6
10905026902,4
10905031103,3
10905031202,5
10905031902,7
10905031903,6
10338001403,7
10338024704,9
10338025003,0
10338025004,4
10338042609,4
10338057104,9
10338060705,9
10338060706,9
10338069406,6
10338102203,4
10338103207,9
10338103208,1
10338110904,3
10342000505,5
10342006803,9
10342013805,9
10342017103,5
10342022303,4
10342028102,0
10342037105,3
10342037207,9
10342037303,8
10342038606,8
11379002502,9
11379002503,1
11379005502,0
11379005503,0
11379007302,9
11379017802,8
11379020002,0
11379023102,3
11379038002,2
11379038003,5
11379042803,6
11379048402,3
11379048403,2
11379052002,9
11379052003,9
10433002203,6
10433005907,3
10433005908,4
10433007705,9
10433014304,7
10433019110,6
10433024105,1
10433024106,5
10433033005,2
10433036304,1
10433037003,0
10433037105,3
10922009002,8
10922010407,6
10922010408,5
10922013503,1
10922013504,9
10922018804,3
10922020104,3
10922027204,6
10922036306,1
10922036307,6
10922036308,4
10922036803,6
10922036810,1
10922040704,6
10922042203,1
10922042204,2
11316005602,1
11316021107,0
11316021110,7
11316022802,9
11316031502,9
11316037502,5
11316038902,9
11316046502,8
11316046509,8
11316046513,2
11316046514,9
11316048702,7
11316050302,0
11316050303,0
11316054802,9
11316054803,9
10864010802,2
10864016302,0
10864016303,4
10864018902,8
10864024102,9
10864025002,1
10864025102,8
10864025103,9
10864026002,3
10864026003,4
10864026102,7
10864027002,3
10864027004,8
10864027102,0
11204001603,9
11204006402,8
11204010305,9
11204013206,8
11204013403,4
11204017004,4
11204017903,9
11204021604,0
11204021703,8
11204021803,4
10487004805,1
10487023404,5
10487027607,8
10487027608,8
10487027609,5
10487034004,4
10487046205,9
10487047705,3
10487050305,1
10487050306,1
10487050407,1
10487060703,7
10487060804,5
10559049402,7
10559053704,4
10559066702,9
10559067602,3
10559069102,9
10559072103,9
10559074202,7
10559075302,8
10559075303,8
10559077506,5
10559078402,7
11055003007,8
11055003205,8
11055003805,8
11055007303,4
11055010103,9
11055014405,9
11055026004,3
11055026303,9
11055027606,8
11055027607,5
11055036404,8
11055036405,8
10860034205,9
11091002706,0
11091003903,4
11091004904,9
11091008603,3
11091017603,5
10064010003,9
10064101405,8
10064103805,2
10064119007,9
10064129006,9
10064130904,0
10064134604,4
10064142804,4
10064155904,9
10064156806,9
11294016003,8
11294054004,3
11294054103,3
11294063303,5
11294065805,8
11294067504,9
11294068305,7
11294068404,9
11294069103,8
11294069903,1
10649008403,1
10649014403,5
10649018204,9
10649021203,5
10649021204,0
10649021903,4
10649022005,8
10649022902,3
10649023104,8
10649026506,5
10649026603,5
10823038102,6
10861003703,5
10861036404,9
10861036405,9
10861043106,1
10861045403,9
10861047703,0
10861047704,6
10861047705,4
10861047903,9
10861048104,1
10861049505,9
10861049506,4
10861051104,1
10861054403,2
10861054404,2
10861055105,9
10861057704,5
10822002103,0
10822002104,0
10822002402,8
10822002403,8
10822005703,5
10822007103,3
10822007104,9
10822010406,9
10822034604,6
10822034605,4
10822035805,8
10822041205,9
10822041206,9
10822046905,5
10822051504,0
10659079402,9
10659079504,9
10659079505,4
10659084004,7
10659090704,4
10659094805,4
10659098903,0
10298005203,9
10298006403,9
10298006404,9
10298010703,5
10298010704,4
10298015104,9
10298019303,9
10298020604,3
10298020703,9
10298023404,9
10298023405,9
10298024703,9
10298024804,3
11298000303,5
11298005305,4
11298008206,4
11298008304,7
11298015205,9
11298015206,2
11298015603,9
11298016404,9
11298016605,7
11298017002,9
11298023204,9
11298025303,3
11298026504,9
10197007506,5
10197011804,9
10197013404,8
10197015303,3
10197016405,1
10197018012,3
10197018703,3
10197018705,5
10197019405,3
10197019504,5
10197019705,0
10197028303,8
10377004806,4
10377013704,9
10377018705,8
10377070406,8
10377071504,0
10377071505,9
10377077904,8
10377079904,1
10377080905,7
10377087005,3
10377093304,9
10738001704,4
10738002304,5
10738003203,9
10738003204,3
10738003904,4
10738004505,5
10738009003,5
10738009004,5
10738009505,1
10738009506,1
10738009904,2
10738012004,9
10738012005,9
10738012006,4
10738031104,8
10992001803,8
10992002003,8
10992005306,8
10992008303,8
10992019906,8
10992028503,9
10992028504,9
10992030305,2
10992030604,9
10992031306,4
10992035004,0
10992043803,3
10639001205,8
10639007906,0
10639010004,8
10639011203,0
10639020803,4
10639021304,8
10639021305,2
10639026907,2
10639030104,9
10639031603,1
10639035503,0
10631002107,8
10631003606,4
10631003810,2
10631004603,5
10631004803,5
10631004804,2
10631007402,9
10631007403,4
10631008406,8
10631009503,9
10631009504,8
10631011605,7
10631013302,2
10631017902,9
10631018305,9
10631018306,9
10631019004,6
10631019005,8
10631019503,0
11280014205,9
11280014305,3
11280014404,0
11280023807,9
11280030002,0
11280030402,5
11280031003,9
11280031004,2
11280035904,8
11280036004,8
11280036005,5
11280036903,8
11280039004,3
11280040603,7
10005000703,3
10005000704,9
10005006106,4
10005008507,2
10005009704,9
10005010505,9
10005017003,2
10005017103,6
10005017205,1
10005030303,5
10005032003,3
10214001605,9
10214006504,9
10214009405,5
10214010504,9
10214010505,8
10214011403,7
10214014604,5
10214014605,9
10214019905,7
10214019906,0
10214021504,6
10214023609,5
10214026204,3
10214026603,8
10462000302,5
10462000506,9
10462000507,9
10462000906,1
10462000907,1
10462000908,6
10462000909,8
10462003104,9
10462003304,8
10462003603,0
10462003804,5
10462006606,0
10462007203,8
10462010706,7
10462010707,8
10462019503,8
11208002909,8
11208008304,8
11208009106,5
11208011104,5
11208011806,9
11208014604,8
11208015406,0
11208015407,2
11208016305,8
11208018206,3
11208027204,4
10937002305,4
10937006304,8
10937006305,8
10937006404,8
10937007404,2
10937018304,8
10937023905,2
10937025706,0
10937029103,9
10937037406,1
10937047603,1
10937053504,1
11334003205,4
